"","salmonovary_02","salmonovary_03","salmonovary_07","salmonovary_09","salmonovary_10","salmonovary_11","salmonovary_12","salmonovary_13","salmonovary_14","salmonovary_15","salmonovary_16","salmonovary_17","salmonovary_18","salmonovary_19","salmonovary_20","salmonovary_21","salmonovary_22","salmonovary_23","salmonovary_24","salmonovary_26","salmonovary_27","salmonovary_28"
"XP_020307723.1",-11.1276630510711,-11.0776027893015,-10.8701938981599,-11.036053755676,-10.5266900273031,-10.6267838830959,-10.8423743105657,-10.5027841044538,-11.0997097087172,-11.0196753293801,-10.838766358674,-10.712697157633,-11.2340504233818,-11.0606226480541,-10.7067307595716,-10.9289140414699,-10.249614983855,-11.0869240831491,-10.7729777129921,-10.6743048224162,-10.6275693094785,-10.4189576701011
"XP_020307731.1",-14.1051597864073,-13.7435863406546,-13.5972730989933,-13.3741960383037,-13.0467646312558,-12.847647804848,-14.0447522655876,-13.0970499963426,-12.6121909784983,-14.0142460746855,-14.000998974669,-13.8928690438881,-13.2796717166409,-14.2878986949983,-14.024256426131,-14.2942123934245,-13.1636119355514,-13.5652572879444,-13.9531173133436,-12.987458586505,-12.974267458952,-13.2411082914823
"XP_020307732.1",-12.1205324917049,-12.2824998621262,-12.1117040272044,-12.3776804395234,-12.280891090814,-12.1953590148113,-12.1715089955654,-12.1739488479065,-11.9957700228958,-11.9760314806042,-12.0690703980476,-12.3618728112414,-12.207994313694,-12.2809652067968,-12.2028855686682,-12.2021603549748,-12.2982179505248,-12.2455716117001,-12.2935125122332,-12.2997800312717,-12.1527776419539,-12.405374148101
"XP_020307751.1",-16.4885153285332,-15.0794687363394,-19.5088455381103,-19.4449540626504,-19.5266745653173,-18.0985430133434,-18.1167567422441,-16.797697910608,-15.1302934312425,-16.6218738060689,-18.2167078840655,NA,-15.7301126013581,-16.7605207601801,-17.9058361545828,-17.2607355606696,-19.2690128215725,-19.4586221958218,-18.6164924181541,-16.1618415621549,-17.1575621384213,-16.1560075018547
"XP_020307768.1",-13.2466572944485,-14.0121622452402,-13.1705743056562,-13.9096970084168,-13.3783170159758,-13.3016845090274,-13.2606746844534,-12.1068521186394,-13.4731456402647,-13.39803533737,-13.3188962181512,-14.1932764394136,-13.4657210443894,-13.5716073283383,-13.0672100138099,-13.5690846353139,-11.9427067365742,-14.2310269516714,-13.2215057303138,-13.3089763894572,-13.0163233566422,-12.2059857489648
"XP_020307770.1",-6.19032539429003,-6.32071908859904,-4.85532930089742,-6.73245910506801,-4.53774889730979,-4.38508857677583,-4.74135992742891,-4.76204600467457,-6.87029004442113,-4.7702319905822,-4.42401887026981,-4.34853662880086,-5.72553495641886,-4.79891375041512,-4.43560020146353,-4.88389632972013,-4.35398482424039,-4.91210992034146,-4.34362847024629,-4.77003214959075,-4.32227646790305,-4.6614427003409
"XP_020307776.1",-17.9677038598611,NA,-18.0775515564838,-17.8719366106609,-17.7591677382582,NA,-18.3891819185527,-18.8792615521266,-19.5136649462577,-18.5093705937618,-18.3410444475237,NA,-19.2621285418735,-17.5998828337585,-17.5492710580234,-19.5032065228878,-17.6166739318362,NA,NA,-17.7778755847162,-17.5629230160487,-18.52529448903
"XP_020307781.1",-9.07728497403488,-9.16070112108188,-8.92480911990699,-9.40207607609207,-8.67370924638405,-8.53535135488937,-8.63320170007644,-9.10750497497469,-8.97905269186457,-8.82109931720957,-8.86290891880855,-8.63071213319891,-8.93319448778743,-9.10009877392651,-8.93061397267456,-8.76163581958004,-8.86770613199651,-8.93396675606595,-8.7399032714204,-8.95531492660959,-8.78316869172473,-9.0555030640369
"XP_020307789.1",-10.8007007980974,-10.6870110139946,-11.9040596477127,-10.5277616461411,-12.4270210275816,-12.2033887314779,-10.8736996193372,-11.693593388582,-11.4188435119122,-10.711905596549,-13.8718080014511,-11.309895904537,-10.6405740735417,-11.2007913643765,-11.2034475388207,-10.6588295449113,-12.8246582270334,-11.0269799361667,-11.1728246089236,-11.4841590652619,-11.4492787009592,-12.8312454087378
"XP_020307801.2",-11.2001969432107,-11.2695073963937,-11.7918168415748,-12.0347641498386,-12.7257912578718,-12.7488587322601,-11.4681581545816,-12.921274263374,-10.782492061681,-11.0590539454296,-11.1210335025746,-11.9506924388971,-10.8768023654972,-11.5496000345139,-11.6201385955171,-11.5701061708333,-12.5621958709119,-11.9938001355341,-11.8292145494095,-11.1319117807373,-11.5785311288778,-10.5858289356007
"XP_020307808.2",NA,-14.5251646589548,NA,NA,-14.0737189462274,-14.4094649689213,-15.7057487719428,-13.7280337859159,-18.867650396351,-14.6929336549922,-15.0132378291463,-14.4168270771229,-16.3689991954776,-16.7964582304604,-14.1758729895474,-16.0151528334023,-13.8730126179372,NA,-14.5988236015236,-14.972245087441,-14.4088908296919,-15.7054406091643
"XP_020307809.1",-14.1518711641898,-13.6600512941441,-14.0764220730811,-13.9067706444765,-13.5644550383845,-13.1079502336381,-13.9278181837551,-13.5734862300163,-14.4716668238438,-13.9758450829411,-13.7069813033956,-13.5579128617946,-13.9711489373981,-13.9763629969415,-13.8905437659229,-13.3382421959087,-13.2460963183782,-14.7837631023559,-14.0558409938055,-14.0619165968108,-13.2393606208222,-13.3003944323097
"XP_020307824.2",-17.5089230249534,-18.8621943853758,-16.1746484643193,NA,-14.3062441620568,-14.0618970528759,-16.0343728587145,-13.9824954763461,-16.0334556761807,-16.0545886802281,-14.127966630077,-16.4765618060114,-18.6762121165984,-16.6480134955221,-14.7715552140532,-15.992768549869,-13.6062854438101,NA,-14.4721862078238,-14.2507092872891,-14.0629644818068,-14.0073357334771
"XP_020307826.1",-8.26013542775347,-7.84922250526871,-8.22285548968849,-8.07201036515598,-7.82342214117425,-7.41010575472627,-7.5721065386559,-7.53730239379394,-8.23091216896345,-7.59887842291906,-7.80771065101071,-7.68587237963381,-7.79149753880754,-7.98441261608437,-7.61914124712603,-7.72847562580787,-7.55086806134827,-8.94257634999108,-7.60809879898642,-7.47424488671909,-7.65063832565853,-7.58723800127356
"XP_020307835.1",-7.38652621282461,-7.14346705197925,-7.28892356408215,-7.53243682732657,-7.0105441943642,-7.15353210650169,-6.86205766158262,-6.7718078245037,-7.87827401033024,-6.77270076339239,-7.072956204151,-7.00991844921689,-7.13389785776051,-6.91351145901731,-6.83714643365051,-6.83888464440346,-7.22549006616994,-7.29558051447402,-6.74192139317075,-7.11840989855836,-6.68112247878895,-7.44206688514606
"XP_020307840.1",-13.7483126131059,-13.3065907513402,-16.3800617645208,-13.778127946272,-11.4867900580826,-12.275843916836,-12.8795476442828,-11.8731104296832,-14.7284704171266,-12.9186923801534,-15.0804579014944,-11.6499677918994,-13.6547672549038,-14.8580222703486,-11.8797343846033,-13.5219375037155,-13.4906545377708,-14.1621008546499,-12.3669797867296,-11.7835637991262,-12.7078816370217,-13.0626105253413
"XP_020307872.1",NA,-17.0994654322392,NA,-19.6999658658662,-18.5149551143883,-18.1455288188829,-19.0602344735131,-16.898515023457,NA,-18.0470976045679,-16.9460898283307,-19.9781649340131,NA,-18.2888838060238,-17.9308415601587,-19.7655632426164,-16.7334135760514,NA,-17.1229462163128,-17.6805298828453,-16.5725996377001,-17.3214956702994
"XP_020307893.1",-19.4918717357258,-16.4175220142676,-17.8231897695814,NA,-17.3658155092901,-17.2751481449888,-17.0487277900776,-16.5320437256946,NA,NA,-17.3345593344471,-19.8547362294169,-17.7565109050779,-17.6916110892879,-16.8138790767958,-17.2039946910299,-17.6636225044575,NA,-16.1404906211226,-16.715376627245,-16.4366611857047,-16.9737613373477
"XP_020307915.1",-9.16217055588523,-9.45369322537285,-9.91301935091311,-9.99412342421572,-9.81083597500609,-9.69004826290324,-9.96269865163949,-10.2605050112563,-9.88630589102535,-9.39139885474077,-10.3337128590484,-10.0407403510478,-9.68510132852417,-9.58211378882399,-9.85067767133494,-9.70295972159721,-9.96641032069699,-9.5622294593257,-9.95970275035362,-10.1559209481053,-9.74300037677463,-10.4190208478305
"XP_020307924.1",-17.9837948403068,-18.6260575225775,NA,NA,-17.5800984005105,-17.5850023180194,-19.07653980005,-18.5887157418454,-19.0060544763883,-17.7160147332219,-17.8377677953965,-17.4638805755288,-22.3763453894016,NA,-18.7937823655459,-19.0393200229122,NA,NA,-18.0930925154877,-18.0891006525841,-17.589802362823,-17.9665481063186
"XP_020307943.1",-14.6097603595009,-14.9444713173968,-14.0667425195256,-14.2801128203001,-13.6653267605906,-13.1199055481358,-13.8295320614623,-13.6928262957591,-14.5710333207142,-14.0036077854439,-13.9057195290926,-13.3380099414561,-13.5817870180535,-14.1297379323339,-13.2703592904132,-14.0626645556671,-12.8180883853578,-14.3475999826265,-13.2796698706982,-13.2929281145502,-13.6122965222351,-13.7879861712511
"XP_020307944.1",-8.73059596754605,-8.6241504946877,-8.83697343874633,-9.39391319314532,-8.39538683197546,-8.38566020198093,-8.36959336427801,-8.22770563593969,-8.7887345267476,-8.64441727116042,-8.38117901648833,-8.26620530524045,-8.93177809049282,-8.87810846249933,-8.61918330273223,-8.77046991208274,-8.27327191078715,-9.00529444367433,-8.43042762098692,-8.82189309661234,-8.47257230364004,-8.31982065488453
"XP_020307949.1",-10.0753284232109,-9.738592050765,-11.4531414388063,-10.2149807159037,-10.8692777947589,-10.8959589048164,-10.3796614585267,-10.036257696397,-10.429794113612,-11.0884713908607,-10.5607422791559,-10.6905498976927,-10.4156236938847,-10.9065782152319,-10.6821128523574,-10.8591122488734,-10.5043419832198,-11.6654353702638,-10.5862350578726,-10.4575632417415,-10.4296083867975,-10.2690304647596
"XP_020307952.1",-12.8021365623659,-13.0204006461942,-13.3546341037736,-13.553501608044,-12.8658592610744,-13.0177203748192,-12.9221636011243,-12.5819650490098,-13.2046867227114,-12.7998892545262,-13.2740359657197,-12.9237640338206,-12.9070486733347,-13.350058455524,-13.2065254433039,-13.3320045723917,-13.2580431024539,-13.373333267635,-13.1667946885522,-12.6301279643039,-13.2198405368424,-13.5368483989797
"XP_020307958.1",-6.27735971040061,-6.50655490902987,-6.52675647082819,-6.66341498457888,-6.16283131760057,-6.25883697789305,-6.58266203128994,-6.23229325347161,-6.39469100076257,-6.27343197857567,-6.35429168103282,-6.21522787935768,-6.33882252918679,-6.49891682883059,-6.36028726744416,-6.44865779453242,-6.2097379508969,-6.50507963888029,-6.29628844572465,-6.09282481303383,-6.18717805589003,-6.52013404086301
"XP_020307975.1",-13.6929689798013,-13.1718588001557,-13.8545084349946,-14.5640140811961,-13.4968991246127,-12.7287133930955,-13.5748623446439,-12.9240287345149,-13.5890633852988,-13.7830037503809,-12.8961686697189,-13.3711756083798,-13.7040565975535,-14.0163561329162,-13.4426639488266,-13.0851503025005,-12.957283392642,-14.3765237804461,-12.8475218725183,-13.1156075514457,-13.1183915411406,-12.8012648626077
"XP_020307987.1",-9.07952616472832,-8.57460143818351,-9.36760942035739,-9.64624804467283,-7.85961149930128,-7.97140076560903,-8.88229292435003,-7.65195988466446,-9.43896339603763,-8.99208016486902,-8.44675452075851,-8.25956914160468,-8.80780748778758,-9.29115030148266,-8.19807546059248,-8.6318249904201,-8.05332713537079,-9.60450045399194,-8.11827250422964,-8.27086827748624,-8.07424140464125,-8.35060721940826
"XP_020307989.1",-11.5000271712405,-10.7448032517262,-11.9286566404613,-11.7005769476649,-10.353342410674,-10.6632244604926,-11.6034889503693,-10.3239776946326,-11.8911938165688,-11.3112813228608,-10.9707701212686,-10.7887522058999,-10.6160583396453,-11.851445514584,-10.90675966311,-11.0969163490814,-10.8356882351653,-12.494392586123,-10.7037340554594,-10.7961018971406,-11.1230476859643,-10.7655814543815
"XP_020308012.1",-14.6635742480115,-19.3374110307045,-15.2362670438434,-17.9562672904912,NA,NA,-19.5168634775958,-9.895467049928,-17.7742244624996,-19.6991246307455,NA,NA,-18.4000251226284,NA,NA,-17.21228387298,NA,-15.3327565568429,-18.579231119884,NA,NA,NA
"XP_020308028.1",-19.6466154647329,-19.7442740152281,-19.5073980524602,NA,-17.5218531390226,NA,-18.7495537906576,-18.3120584262967,NA,-18.7952482600762,NA,-18.5742693355281,-19.0640351533101,-19.4787963539649,-20.338921893573,-16.8119173030719,-17.914787114184,NA,NA,-17.4160382454167,NA,NA
"XP_020308029.1",-14.9543872280455,-14.682459458046,-14.4223809697814,-14.9600241237463,-13.3816636565209,-12.7495127306594,-14.0046172498822,-13.0786295678953,-14.004446203353,-14.6652041937849,-13.340059755684,-14.0889921857909,-14.364395661925,-14.6006927774966,-13.8683635337561,-14.8760408473052,-12.7525919335514,-14.8309996434008,-13.2542932648051,-13.541278538064,-13.274712716099,-12.9098279194057
"XP_020308042.1",-8.44279830976686,-8.08369219861107,-8.3585270821089,-8.54509347349749,-7.53139935050109,-7.50503654426559,-7.90210702932183,-7.65911632107726,-8.23596782586237,-8.1423875685114,-7.76719504757081,-7.70327237764318,-8.03557311936333,-8.30221152418489,-7.57363460148047,-8.03524495768476,-7.38074188534705,-8.39646733486592,-7.77104287885087,-7.49138479404364,-7.5321995881917,-7.44598417025206
"XP_020308043.1",-4.53228895106756,-4.59629565059678,-4.54476836601898,-5.04142786119482,-4.69514133110541,-4.72103120150276,-4.47768375159203,-4.71287441271607,-4.95777353520457,-4.46154321173354,-4.73062775391648,-4.70311958201332,-4.59975697517762,-4.40277994910343,-4.60902390424259,-4.45776458954249,-4.80002141198518,-4.79316359047702,-4.78534096529065,-4.96438351040809,-4.66282197757483,-4.886939037575
"XP_020308048.1",-10.5040536019598,-10.8712597043507,-10.4604897790992,-10.9225381840599,-10.8644779696402,-10.6618850424217,-10.4177484695391,-10.6950303261498,-10.4665612276201,-10.8450198658305,-10.8780562877408,-11.0590560511418,-10.9859480896554,-10.7552912518034,-10.8740301097624,-10.7329974045871,-10.6967810615227,-10.7697694239672,-10.8551340292656,-10.780110045393,-10.2293294678103,-10.6625827810011
"XP_020308056.1",-10.036104553987,-9.52697773818852,-9.79933664316426,-9.97749411975222,-9.51433977278215,-9.67805204019815,-9.54922820681282,-9.51788156193367,-9.85873968123393,-9.72474557260373,-9.59545787949946,-9.83207909467003,-9.51338934294812,-9.77594136882723,-9.6290102870589,-9.54910324104848,-9.16791730877752,-10.1680168464621,-9.47122905829841,-9.47892778484676,-9.49649120912924,-9.24691605958496
"XP_020308093.1",-8.42836499721598,-8.44640242265602,-8.48533764238204,-8.50665523120412,-8.31199391080822,-7.99122567209231,-8.35776736517584,-8.09760308340151,-8.11607233553785,-8.26120526654008,-8.29173557908543,-8.25125273524699,-8.56419540262868,-8.33495641670284,-8.410497667341,-8.39446104653059,-7.8196448598893,-8.61250897506883,-7.94345600112989,-8.09561187112092,-7.66286860828862,-8.02116333956785
"XP_020308100.2",-14.3640972038244,-13.8560097640562,-14.1449160061163,-14.8527624746282,-13.6655932108713,-13.5552855936927,-13.864576436853,-13.6792359528635,-14.6819049825066,-14.4355217126081,-13.8909088100771,-14.1024816780791,-14.3980237166954,-14.0211495260682,-14.2332749527584,-13.6296610600433,-14.0405062917284,-13.8740836714185,-14.0942421438146,-14.0886158822853,-14.1560849046467,-13.8530224550277
"XP_020308116.1",-5.71347407522095,-5.67003113797202,-7.32782317335553,-5.6658112966784,-6.76146623648231,-7.27026260498741,-7.17624644599284,-6.1885761417337,-5.23992658228154,-6.80634567242227,-6.50744183561144,-6.73876611872014,-6.53022316663922,-6.98887846798411,-7.2201814094567,-7.13832841002182,-6.44638964008646,-7.24567810944228,-6.62411257579197,-6.49037563921134,-6.70357042209,-6.40378557716417
"XP_020308120.1",-11.6809919041147,-10.9574195820003,-12.7876548381166,-11.9112997006767,-11.766123749715,-11.4328533676607,-11.9623331048156,-11.2420440312683,-12.7790349265156,-11.9349353551527,-11.7061031043631,-11.9620226294751,-12.2541972342169,-12.5093340139648,-11.7660884205155,-12.1539425929415,-11.8904668990691,-12.5215784889575,-11.1926200990911,-12.1260390781675,-11.7275879428279,-12.1707508777394
"XP_020308132.1",-5.70737010102628,-5.38686601650584,-5.79134866481345,-6.04463512569626,-5.67515133832182,-5.42432596507122,-5.37882247447518,-5.5380302655494,-5.74924362483828,-5.13156968268413,-5.34366045814451,-5.89663244335638,-5.16612778971455,-5.41787818390622,-5.43621200501731,-5.28486033597662,-5.51047871058559,-5.72606001161403,-5.63658870757358,-5.5035628450692,-5.15479066207092,-5.56248048364052
"XP_020308146.1",-8.52677149944368,-8.02548981572452,-8.86249018766904,-8.486810956477,-7.51146716749369,-7.13506893880544,-8.02228674551972,-7.4934356927301,-9.01403196639943,-8.14739431894113,-7.6866497665522,-7.54030712331645,-8.15444692048308,-8.23912114268849,-7.53698830214887,-8.48863544880488,-7.36308768830152,-8.61937637875081,-7.3906856606018,-7.99569281769561,-7.45097318542246,-7.58192364776852
"XP_020308153.1",-8.68184639757244,-8.57705823278799,-9.13494779738872,-9.06031873137626,-8.68326779204202,-8.73610199609462,-8.82129886020162,-8.68872730219342,-8.91622351052882,-8.89709756859958,-8.66054103924283,-9.14363205848939,-8.91233407623429,-8.99940740264937,-8.91237409415657,-8.97650078912804,-8.48965617203916,-9.39568621767273,-8.87575337553376,-8.98902163040698,-8.77665697176377,-8.78009218920841
"XP_020308167.1",-13.8870505952191,-13.8053996292366,-14.683962022121,-14.7882490015665,-13.3956316938993,-13.6817074968288,-14.7095612447962,-14.0781466299015,-14.3194296397576,-14.0945140721039,-13.6050101404005,-13.5962592642722,-13.7637722427084,-14.6473843756028,-13.8114241111193,-13.9554584131488,-13.7613349682676,-15.6824990797044,-13.6721616873043,-13.8552558939663,-13.6681386184293,-14.6109602974181
"XP_020308168.1",-13.572473744935,-12.289442779834,-11.8492520539554,-17.8451416449581,-11.0290444729445,-10.9482453161283,-11.4713087142896,-10.4760997379787,-11.8418043101698,-11.7197122805064,-10.8711782292308,-11.0515055974706,-11.7007264332328,-11.5440835400966,-11.3367746645963,-11.9225856210717,-10.4910756971662,-12.3933921615681,-11.291293656979,-11.0184100258244,-14.1670102333757,-10.6896846839232
"XP_020308171.1",-8.62920657299179,-8.61362672167596,-8.77873859219642,-8.74946146027394,-7.97067117834902,-7.81721755570479,-8.379131096961,-8.00586918205721,-8.45023048131804,-8.6483261542271,-7.92583312799516,-8.58241154504768,-8.86822421877141,-8.70558707552147,-8.4088522873027,-8.79766045510243,-7.81501225274621,-8.85025865291775,-8.20004155955451,-8.62614826911455,-8.37773136046582,-7.94345140792642
"XP_020308187.1",-2.48603697032357,-2.1806813448575,-2.78242451383111,-2.64077655138575,-2.68644915333293,-2.60914484816851,-2.30971944260864,-2.24687359034453,-2.37727881892768,-2.47417935542062,-2.12086233759293,-2.47395927485977,-2.43575154818809,-2.44786185448347,-2.51785357458633,-2.35897180010863,-2.5150865723242,-2.78212106415606,-2.43995816276336,-2.44330774846268,-2.26221485176251,-2.37750871200839
"XP_020308188.1",-10.1346931477115,-9.98732798404446,-10.4202747365079,-10.5900056141327,-10.4403315053947,-10.6976185173333,-10.7413489314871,-10.1899637237684,-10.3710358815046,-10.379803229273,-10.0132849238855,-10.626344128073,-10.8615142328813,-10.2582994799832,-10.4896929921296,-10.4917072503996,-10.6363093954131,-10.5279968428748,-10.2927390275293,-10.6803207248971,-9.64747246416817,-10.5895503235903
"XP_020308190.1",-12.1591502138907,-12.794531512982,-11.9168554726333,-12.3772206769707,-12.2438255943661,-12.1276191642619,-12.3770517222208,-13.3512430342176,-11.8362443689306,-12.0260284513865,-12.0113724019393,-11.811890105979,-11.2046586413901,-11.72862849655,-11.5371436246257,-12.3481912304785,-11.6862179479967,-12.3014288792601,-11.9706417468253,-11.1921206292226,-11.530557780488,-11.899235348509
"XP_020308198.1",-12.7212346292576,-12.0074553641932,-13.9949783258392,-13.6041668921562,-12.3417980396074,-12.213950421284,-13.8534334620932,-11.454248004374,-14.204684868597,-13.2937244598406,-12.4470023397954,-13.3569478204795,-13.1497158671285,-14.8380625867067,-13.9988538399087,-13.4310419570829,-13.2277783344197,-16.8002565707502,-14.867026797781,-12.6964079477142,-14.4925053070605,-12.7702788337636
"XP_020308204.1",-10.9943704152208,-11.4346932930079,-12.3568516037735,-11.8498591694267,-14.3077278253835,-14.0166035694891,-13.1516709716714,-13.1485893812776,-11.6454383908356,-13.9715666323835,-14.0695180308389,-13.4001827654818,-12.2486332386473,-12.4720850611885,-13.381571771928,-12.2201101817868,-13.3608099083414,-12.7022538957635,-13.1188088293759,-13.4586419735677,-12.1589001193183,-13.7132770425422
"XP_020308217.1",-10.8716977715155,-11.0527978653014,-10.8056088663228,-11.1867155731585,-10.830586716111,-11.2862731206908,-10.337264004984,-10.835980552928,-10.2570388658596,-10.3582452582567,-11.1283156695487,-10.6030562267517,-10.581161143772,-11.0099295498288,-10.2818618359068,-10.4162673891444,-10.7394761272737,-10.8981199080378,-10.5064220418994,-10.1026811678401,-10.8342973023543,-10.5915591408923
"XP_020308227.1",-10.7810914410132,-10.55373858849,-10.5021945198628,-10.8794683411061,-9.54323823009524,-9.70333836051443,-10.545721587269,-9.6252188011625,-10.7238085381465,-10.7664507392874,-9.80785154578666,-10.0741415093037,-10.4751161539227,-10.8069504936065,-9.85220208247513,-10.5035196044768,-9.66534005376088,-10.8946891844804,-10.0756163936827,-9.80140319162732,-10.2247866362823,-9.63849419035341
"XP_020308229.1",-7.91387294947761,-7.39924649376458,-7.76993495130786,-7.93943101876841,-8.89169048074153,-9.0684823944154,-7.51290132659535,-8.32622190352063,-7.99658720416077,-7.56170549379857,-8.26220262849375,-7.78415145826887,-7.12757436685336,-7.51541310776616,-8.37953280958623,-7.51915027444992,-8.36519286184913,-7.67718852915025,-7.74362047111429,-8.13259020324475,-8.35959032497547,-8.65072755768975
"XP_020308237.1",-6.16128787407089,-6.21855545398951,-4.83076200881496,-6.72039947625357,-4.50985052770371,-4.35677170649716,-4.71354429138472,-4.733503438539,-6.82324295529296,-4.74161947991319,-4.39484464521098,-4.32261627352801,-5.66361505357839,-4.78992809478077,-4.41674063031139,-4.8594178711987,-4.32245145479605,-4.89052065640489,-4.3048797495229,-4.73149197186006,-4.2993856394526,-4.63103967403794
"XP_020308240.1",-12.01850070855,-12.2485993367016,-11.2713788716107,-13.3797322169228,-12.0195003667149,-11.9151720883803,-11.6314116863291,-12.5170228806126,-11.6495179190179,-11.3838166475337,-11.7869447694276,-11.6188809437766,-11.772639999549,-11.4087052860641,-11.8300317065553,-11.7270355221912,-12.0848994819371,-11.5223020307121,-11.2759283513432,-11.5214937336446,-11.9651652518447,-12.3030722940329
"XP_020308251.1",-12.1910052563662,-11.7959074486636,-11.7208140048871,-11.8933339030653,-11.9369567478392,-11.9881032514869,-11.5216179413256,-11.7148199302682,-11.2521598326331,-11.2418624422008,-11.6368083107709,-11.501588971534,-11.447040688927,-11.4434219480916,-11.7544984594982,-11.5181598808757,-11.9899738629375,-11.444244867878,-11.7580456208989,-11.7834171081735,-11.7035553247418,-11.6483480223479
"XP_020308254.1",-3.94235473755452,-3.99010388691158,-3.77407996789786,-4.37991568473369,-3.69499561959211,-3.78204551391265,-3.66741730844962,-3.87622784699735,-3.99502483635149,-3.59378141606517,-3.84278652287517,-3.92094145138225,-3.96925307283203,-3.71713182260222,-3.90633120047793,-3.91419469722727,-3.79887040206692,-3.89982088892503,-3.93588330982273,-3.93256418474703,-3.87452977633097,-3.9405328389895
"XP_020308268.1",-9.57924811965089,-9.4423857929365,-9.51179247142809,-9.85713183190109,-9.68500986982772,-9.56629304923432,-9.45457579482304,-9.82697820795049,-9.82775582608852,-9.32700073706248,-9.5263099310937,-9.44130713063213,-9.49427102956593,-9.6127615243502,-9.47018585166859,-9.45160674917,-9.62339154760453,-9.60398942745095,-9.32082281501705,-9.68457275889392,-9.33425723136223,-9.65046619028546
"XP_020308272.1",-2.82453164997446,-2.65663117048136,-3.02750839186619,-3.33812544432204,-3.32157747042398,-3.06602350534121,-2.69953033281249,-2.91987812163832,-3.20253846629871,-2.57030483820717,-2.94399536715251,-2.83774615768589,-2.54411216222516,-2.72239034328055,-2.74088093494601,-2.77440202808727,-2.80940122698335,-2.83070302752127,-2.7889737896395,-3.19837586544808,-2.51347589270218,-3.05362507934391
"XP_020308273.1",-13.5226068823287,-13.1655440212824,-13.3345276806722,-13.9357100759203,-13.9963400246514,-13.9881389710437,-13.1777317041375,-13.031526423623,-13.7343335280839,-12.6032999018435,-13.3424766420735,-13.1221175516813,-12.9257218721026,-13.0108264065097,-13.3331355831731,-12.7302389327793,-13.6564650668404,-13.2322334217548,-13.1876464723223,-13.467519815085,-13.2015168569594,-13.6537834455792
"XP_020308274.1",-7.74566938541697,-7.4643312083613,-7.8495211702773,-7.91809527334599,-7.5388889498945,-7.31993495886242,-7.85684459081597,-7.28587295519228,-7.67822458207583,-7.77892597616132,-7.61799603201913,-7.56540325433622,-7.68407531026586,-7.55234835939087,-7.63675345521923,-7.7029371665815,-7.12892657439566,-7.99752058986093,-7.30540466654291,-7.64120650456953,-7.26613445071796,-7.48819107493683
"XP_020308286.1",-12.0474419699774,-10.9911202051815,-13.1770094531848,-12.2614380536533,-11.4276669899875,-11.8458954977926,-11.2370432432622,-11.2011822628166,-13.5616997197912,-11.3911145678513,-11.9149791914859,-11.5460979476702,-11.936321653984,-12.2034871906914,-11.0835377803555,-11.9422794392279,-11.9536341464649,-12.3760829958623,-11.519954806923,-12.1792349489782,-11.3900271988508,-12.4434927509135
"XP_020308288.1",-14.2885330221196,-13.9048490789533,-14.0037538272036,-14.2937710596768,-11.4998077932609,-11.1386867835254,-12.6800772881629,-11.9818550520685,-14.5368019825984,-13.3271328468837,-12.034797129213,-11.8512087444267,-13.6916381712066,-13.2147187260945,-12.0953690967186,-13.5802320136932,-11.3004666299181,-13.9049802868454,-11.9954262217865,-12.1029021113417,-11.7585583305629,-12.0311900943721
"XP_020308298.1",-7.77591522095719,-7.71364634797032,-7.17853881423566,-7.88705866959087,-7.53258014187801,-7.43606041055831,-7.40312320844113,-7.5202731077303,-7.61288794254079,-7.19533775927573,-7.30787337381995,-7.44813281035759,-7.66203573536838,-7.48082470775245,-7.50292282758023,-7.32436222923458,-7.42027389815329,-7.3759834824951,-7.33209071636078,-7.61039877379636,-7.36480268306414,-7.42704118099144
"XP_020308301.1",-9.83150636831498,-9.6476591202893,-10.2769370000675,-10.1513699025844,-9.41986598704635,-9.28887888753701,-9.69721783283947,-9.50487451643206,-10.1808570149111,-9.63075537620037,-9.49711154448201,-9.39543475959282,-9.60776682576508,-9.72136539142519,-9.66954794284261,-9.68443355754666,-9.45873285252321,-10.3319690154882,-9.37660669828364,-9.75125002071549,-9.44588095841417,-9.93032594947849
"XP_020308314.1",-8.5705460362298,-8.26075384819502,-8.67245229769421,-8.86955658600168,-8.13561763003669,-8.88092610080483,-8.02531804314545,-7.73880252983988,-8.82995885737318,-8.23380842665216,-7.67981335760607,-7.97508353733846,-8.20000137159451,-8.46965526791219,-8.32182837012456,-8.5073616595965,-8.1571619202976,-8.65275916332325,-7.92448277375532,-7.83517883487563,-7.61452085565241,-7.73144912706369
"XP_020308322.1",-14.6985308528399,-14.3964615059685,-16.013486260221,-15.9104860362539,-14.5189508805987,-15.7674494300155,-14.6168292925015,-14.8567731180637,-16.837388062811,-15.4353207131581,-16.1174369566585,-14.3345243868145,-14.8622811975124,-16.5340102079476,-14.237984534285,-13.8481396264953,-14.5331372963607,-17.005355739935,-15.4128151163888,-15.434372142096,-15.1891833018188,-15.6541009280612
"XP_020308326.1",-10.1590637465612,-10.9688510573066,-10.3657338907058,-11.1240424562509,-13.2354240687089,-13.2172684111565,-11.5870103153545,-13.264675779138,-10.8287493858867,-11.5710059277105,-12.1119280685687,-12.7056852744338,-11.2046337958244,-11.5258087826736,-13.3373412184216,-11.1646404316221,-12.8235737869044,-10.7645074162272,-13.0789965585698,-12.6958576316216,-12.2583613732755,-12.2382795150606
